Phecode,ICD string,Layer
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness",3
816,"Cortex (cerebral) contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,"Cortex (cerebral) contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",3
816,"Cerebellar or brain stem contusion with open intracranial wound, with loss of consciousness of unspecified duration",3
816,"Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with no loss of consciousness",3
816,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
816,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration",3
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,Cortex (cerebral) contusion without mention of open intracranial wound,3
816,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with state of consciousness unspecified",3
816,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with state of consciousness unspecified",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified",3
816,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified",3
816,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness",3
816,"Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,Cerebellar or brain stem laceration without mention of open intracranial wound,3
816,"Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
816,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified",3
816,"Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",3
816,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,Cerebellar or brain stem laceration with open intracranial wound,3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
816,Cerebral laceration and contusion,3
816,"Cortex (cerebral) contusion without mention of open intracranial wound, state of consciousness unspecified",3
816,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified",3
816,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",3
816,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness",3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief (less than 1 hour) loss of consciousness",3
816,"Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified",3
816,"Other and unspecified cerebral laceration and contusion, with open intracranial wound",3
816,"Cortex (cerebral) laceration with open intracranial wound, with state of consciousness unspecified",3
816,Cortex (cerebral) laceration with open intracranial wound,3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,Cerebellar or brain stem contusion with open intracranial wound,3
816,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with loss of consciousness of unspecified duration",3
816,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level",3
816,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",3
816,"Cerebellar or brain stem laceration without mention of open intracranial wound, with no loss of consciousness",3
816,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified",3
816,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
816,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified",3
816,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound",3
818,Traumatic subdural haemorrhage,3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with loss of consciousness of unspecified duration",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with loss of consciousness of unspecified duration",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with state of consciousness unspecified",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with concussion, unspecified",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with brief (less than 1 hour) loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with no loss of consciousness",3
818,Epidural haemorrhage,3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with state of consciousness unspecified",3
818,Other and unspecified intracranial hemorrhage following injury with open intracranial wound,3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with concussion, unspecified",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with loss of consciousness of unspecified duration",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with concussion, unspecified",3
818,Other and unspecified intracranial hemorrhage following injury,3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with concussion, unspecified",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with no loss of consciousness",3
818,"Subarachnoid, subdural, and extradural hemorrhage, following injury",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with brief [less than one hour] loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with loss of consciousness of unspecified duration",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
818,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",3
818,"Extradural hemorrhage following injury, without mention of open intracranial wound, with state of consciousness unspecified",3
818,"Extradural hemorrhage following injury, with open intracranial wound, with brief [less than one hour] loss of consciousness",3
818,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound, with state of consciousness unspecified",3
818,Extradural hemorrhage following injury with open intracranial wound,3
818,Extradural hemorrhage following injury without mention of open intracranial wound,3
818,Traumatic subarachnoid haemorrhage,3
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with concussion, unspecified",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with concussion, unspecified",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with loss of consciousness of unspecified duration",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",2
818.2,Subarachnoid hemorrhage following injury with open intracranial wound,2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with no loss of consciousness",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with state of consciousness unspecified",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",2
818.2,"Subarachnoid hemorrhage following injury, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with brief [less than one hour] loss of consciousness",2
818.2,Subarachnoid hemorrhage following injury without mention of open intracranial wound,2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with state of consciousness unspecified",2
818.2,"Subarachnoid hemorrhage following injury, with open intracranial wound, with loss of consciousness of unspecified duration",2
818.1,Subdural hemorrhage following injury without mention of open intracranial wound,2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with state of consciousness unspecified",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with loss of consciousness of unspecified duration",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with state of consciousness unspecified",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with loss of consciousness of unspecified duration",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with concussion, unspecified",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with no loss of consciousness",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with brief [less than one hour] loss of consciousness",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with concussion, unspecified",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound",2
818.1,"Subdural hemorrhage following injury, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",2
818.1,"Subdural hemorrhage following injury, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",2
870.1,Ocular laceration without prolapse of intraocular tissue,2
870.1,Unspecified open wound of eyeball,2
870.1,"Laceration of eyelid, full-thickness, not involving lacrimal passages",2
870.1,Injury of conjunctiva and corneal abrasion without mention of foreign body,2
870.1,Avulsion of eye,2
870.1,Ocular laceration with prolapse or exposure of intraocular tissue,2
870.1,Other specified open wounds of ocular adnexa,2
870.1,Open wound of ocular adnexa,2
870.1,Ocular laceration and rupture with prolapse or loss of intraocular tissue,2
870.1,Laceration of skin of eyelid and periocular area,2
870.1,Ocular laceration without prolapse or loss of intraocular tissue,2
870.1,Avulsion of eye,2
870.1,"Injury of eye and orbit, unspecified",2
870.1,Unspecified ocular penetration,2
870.1,Penetrating wound of eyeball without foreign body,2
870.1,Open wound of eyelid and periocular area,2
870.1,Unspecified laceration of eye,2
870.1,Unspecified open wound of ocular adnexa,2
870.1,Rupture of eye with partial loss of intraocular tissue,2
870.1,Open wound of eyeball,2
870.1,Laceration of eyelid involving lacrimal passages,2
870.2,"Open wound of external ear, unspecified site, uncomplicated",2
870.2,"Open wound of cochlea, uncomplicated",2
870.2,"Open wound of auricle, complicated",2
870.2,"Open wound of other specified parts of ear, complicated",2
870.2,"Open wound of external ear, unspecified site, complicated",2
870.2,"Open wound of other specified parts of ear, without mention of complication",2
870.2,"Open wound of auditory canal, uncomplicated",2
870.2,"Open wound of ossicles, complicated",2
870.2,"Open wound of auditory canal, complicated",2
870.2,Open wound of ear NOS,2
870.2,"Open wound of ear, part unspecified, complicated",2
870.2,"Open wound of ear drum, complicated",2
870.2,"Open wound of cochlea, complicated",2
870.2,"Open wound of auricle, uncomplicated",2
870.2,"Open wound of eustachian tube, complicated",2
870.2,"Open wound of ear, other and multiple sites, complicated",2
870.2,Open wound of ear,2
870.2,"Open wound of eustachian tube, uncomplicated",2
870.2,"Open wound of external ear, complicated",2
870.2,"Open wound of ear, other and multiple sites, uncomplicated",2
870.2,"Open wound of external ear, without mention of complication",2
870.2,"Open wound of ossicles, uncomplicated",2
870.2,"Open wound of ear drum, uncomplicated",2
870.2,Open wound of ear,2
870.3,Multiple open wounds of head,2
870.3,Open wound of scalp,2
870.3,"Open wound of jaw, complicated",2
870.3,"Open wound of face, other and multiple sites, complicated",2
870.3,"Open wound of face, without mention of complication",2
870.3,"Open wound of cheek, uncomplicated",2
870.3,"Open wound of face, other and multiple sites, uncomplicated",2
870.3,"Open wound of scalp, without mention of complication",2
870.3,"Open wound of cheek, complicated",2
870.3,Open wound of head,2
870.3,Open wound of eyelid and periocular area,2
870.3,"Open wound of head, part unspecified",2
870.3,Open wound of cheek and temporomandibular area,2
870.3,"Open wound of forehead, complicated",2
870.3,"Open wound of jaw, uncomplicated",2
870.3,"Open wound of forehead, uncomplicated",2
870.3,Open wound of other parts of head,2
870.3,Open wound of lip and oral cavity,2
870.3,Avulsion of scalp,2
870.3,Other open wound of head,2
870.3,"Open wound of scalp, complicated",2
870.3,"Open wound of face, complicated",2
870.3,"Open wound of face, unspecified site, uncomplicated",2
870.4,"Open wound of nose, unspecified site, uncomplicated",2
870.4,"Open wound of nose, complicated",2
870.4,"Open wound of nose, without mention of complication",2
870.4,Open wound nasal sinus,2
870.4,Open wound nasal cavity,2
870.4,"Open wound of nasal cavity, complicated",2
870.4,"Open wound of nasal sinus, complicated",2
870.4,"Open wound of nasal septum, uncomplicated",2
870.4,Open wound of nose,2
870.4,"Open wound of nasal septum, complicated",2
870.4,"Open wound of nose, unspecified site, complicated",2
870,Open wound of back,3
870,"Open wound of abdominal wall, lateral, without mention of complication",3
870,"Open wound of multiple sites, uncomplicated",3
870,Open wound of front wall of thorax,3
870,"Open wounds involving thorax with abdomen, lower back and pelvis",3
870,Open wound of chest (wall),3
870,"Open wound of abdominal wall, lateral, complicated",3
870,"Open wound of other and unspecified sites, except limbs",3
870,"Late effect of open wound of head, neck, and trunk",3
870,"Open wound of chest (wall), complicated",3
870,"Open wound of other and unspecified parts of trunk, without mention of complication",3
870,Open wound of thorax,3
870,"Multiple open wounds of abdomen, lower back and pelvis",3
870,"Open wound of breast, complicated",3
870,Open wound of back,3
870,Open wound of breast,3
870,"Open wound of face, unspecified site, complicated",3
870,Open wound of buttock,3
870,"Open wound of abdominal wall, anterior, without mention of complication",3
870,"Open wound of abdominal wall, anterior, complicated",3
870,Open wound of other and unspecified parts of pelvic girdle,3
870,Open wound of buttock,3
870,"Open wound(s) (multiple) of unspecified site(s), without mention of complication",3
870,"Open wound of back, complicated",3
870,Open wounds involving head with neck,3
870,Open wound of lower back and pelvis,3
870,"Other and unspecified open wound of head, complicated",3
870,Open wound of hip,3
870,"Open wound of genital organs (external), including traumatic amputation",3
870,Other and unspecified open wound of head without mention of complication,3
870,Open wound of breast,3
870,"Open wound of thorax, part unspecified",3
870,"Open wound of multiple sites, complicated",3
870,Open wound of back wall of thorax,3
870,"Open wound of other and unspecified parts of trunk, complicated",3
870,"Open wound of chest (wall), without mention of complication",3
870,"Open wound of buttock, complicated",3
870,"Open wound(s) (multiple) of unspecified site(s), complicated",3
870,Open wound of abdominal wall,3
870,Multiple open wounds of hip and thigh,3
870.5,"Open wound of tongue and floor of mouth, uncomplicated",2
870.5,"Open wound of internal structure of mouth, other and multiple sites, uncomplicated",2
870.5,"Open wound of internal structures of mouth, without mention of complication",2
870.5,Open wound of lip and oral cavity,2
870.5,"Open wound of mouth, unspecified site, uncomplicated",2
870.5,"Open wound of mouth, unspecified site, complicated",2
870.5,"Open wound of gum (alveolar process), complicated",2
870.5,"Open wound of palate, complicated",2
870.5,"Open wound of internal structure of mouth, complicated",2
870.5,"Open wound of internal structure of mouth, other and multiple sites, complicated",2
870.5,"Open wound of lip, complicated",2
870.5,"Open wound of gum (alveolar process), uncomplicated",2
870.5,"Open wound of palate, uncomplicated",2
870.5,"Open wound of buccal mucosa, complicated",2
870.5,Open wound of buccal mucosa uncomplicated,2
870.5,"Open wound of tongue and floor of mouth, complicated",2
870.5,"Open wound of lip, uncomplicated",2
873,Open wound of tooth (broken) complicated,3
873,"Open wound of tooth (broken), uncomplicated (fractured) (due to trauma)",3
873,Fracture of tooth,3
870.6,"Open wound of other and unspecified parts of neck, complicated",2
870.6,"Open wound of thyroid gland, complicated",2
870.6,"Multiple open wounds, unspecified",2
870.6,"Open wound of larynx with trachea, uncomplicated",2
870.6,Traumatic amputation at neck level,2
870.6,Sprain and strain of joints and ligaments of other and unspecified parts of neck,2
870.6,Multiple fractures of cervical spine,2
870.6,"Open wound of trachea, complicated",2
870.6,"Open wound of trachea, uncomplicated",2
870.6,Superficial injury of other parts of neck,2
870.6,"Open wound of larynx, complicated",2
870.6,"Open wound of pharynx, without mention of complication",2
870.6,"Open wound of larynx with trachea, complicated",2
870.6,Open wound of neck,2
870.6,"Open wound of larynx and trachea, complicated",2
870.6,"Open wound of neck, part unspecified",2
870.6,Open wounds involving head with neck,2
870.6,Open wound of other parts of neck,2
870.6,Open wound of neck,2
870.6,"Open wound of larynx, uncomplicated",2
870.6,"Open wound of pharynx, complicated",2
870.6,Injury of muscle and tendon at neck level,2
870.6,"Open wound of thyroid gland, without mention of complication",2
870.6,"Open wound of larynx and trachea, without mention of complication",2
870.6,"Open wound of other and unspecified parts of neck, without mention of complication",2
870.6,Open wound involving larynx and trachea,2
870.6,Multiple open wounds of neck,2
870.8,"Open wound of other and unspecified parts of genital organs, without mention of complication",2
870.8,Open wound of other and unspecified external genital organs,2
870.8,"Open wound of other and unspecified parts of genital organs, complicated",2
870.8,Open wound of penis,2
870.8,"Open wound of vagina, complicated",2
870.8,Open wound of scrotum and testes,2
870.8,"Open wound of vulva, without mention of complication",2
870.8,"Open wound of scrotum and testes, complicated",2
870.8,"Open wound of scrotum and testes, without mention of complication",2
870.8,Open wound of vagina and vulva,2
870.8,"Open wound of vulva, complicated",2
870.8,Open wound of penis,2
870.8,Traumatic amputation of external genital organs,2
870.8,"Open wound of vagina, without mention of complication",2
870.8,"Open wound of penis, complicated",2
871,"Open wound of wrist, with tendon involvement",3
871,Late effect of tendon injury,3
871,Open wound of ankle,3
871,"Open wound of shoulder and upper arm, complicated",3
871,Open wound of other parts of forearm,3
871,"Open wound of axillary region, complicated",3
871,"Open wound of elbow, forearm, and wrist, with tendon involvement",3
871,"Open wound of elbow, forearm, and wrist, complicated",3
871,"Open wound of forearm, part unspecified",3
871,Open wound of thigh,3
871,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement",3
871,"Open wound of upper arm, with tendon involvement",3
871,"Open wound of lower limb, level unspecified",3
871,Open wound of finger(s) without damage to nail,3
871,"Open wound of multiple sites of shoulder and upper arm, complicated",3
871,Open wound of lower leg,3
871,"Multiple and unspecified open wound of upper limb, without mention of complication",3
871,"Open wound of knee, leg [except thigh], and ankle, without mention of complication",3
871,Multiple and unspecified open wound of upper limb,3
871,Open wound of shoulder and upper arm,3
871,"Open wound of elbow, forearm, and wrist",3
871,Open wound of knee,3
871,"Open wound of multiple sites of shoulder and upper arm, without mention of complication",3
871,"Open wound of wrist, without mention of complication",3
871,"Multiple and unspecified open wound of lower limb, with tendon involvement",3
871,Open wound of other parts of wrist and hand,3
871,"Open wound of shoulder region, complicated",3
871,"Open wound of knee, leg [except thigh], and ankle, complicated",3
871,"Open wound of scapular region, without mention of complication",3
871,"Multiple and unspecified open wound of upper limb, complicated",3
871,Multiple and unspecified open wound of lower limb,3
871,Open wound of hip and thigh,3
871,"Open wound of shoulder region, with tendon involvement",3
871,"Open wound of elbow, with tendon involvement",3
871,Multiple open wounds of forearm,3
871,Open wound of finger(s) with damage to nail,3
871,"Multiple and unspecified open wound of upper limb, with tendon involvement",3
871,Multiple open wounds of wrist and hand,3
871,"Open wound of shoulder region, without mention of complication",3
871,"Open wound of hip and thigh, without mention of complication",3
871,"Open wound of scapular region, complicated",3
871,"Open wound of shoulder and upper arm, with tendon involvement",3
871,Open wound of upper arm,3
871,"Open wound of forearm, complicated",3
871,"Open wound of forearm, with tendon involvement",3
871,"Open wound of lower leg, part unspecified",3
871,"Open wound of axillary region, with tendon involvement",3
871,"Open wound of axillary region, without mention of complication",3
871,"Open wound of knee, leg [except thigh], and ankle, with tendon involvement",3
871,Open wound of upper arm,3
871,"Open wound of wrist and hand, part unspecified",3
871,Open wound of elbow,3
871,Open wound of hip,3
871,"Open wound of wrist, complicated",3
871,"Open wound of knee, leg [except thigh], and ankle",3
871,"Open wound of elbow, complicated",3
871,Open wound of forearm,3
871,Open wound of shoulder,3
871,Open wound of hip and thigh,3
871,"Open wound of hip and thigh, with tendon involvement",3
871,Multiple open wounds of shoulder and upper arm,3
871,"Open wound of elbow, forearm, and wrist, without mention of complication",3
871,"Open wound of scapular region, with tendon involvement",3
871,"Open wound of hip and thigh, complicated",3
871,"Open wound of shoulder and upper arm, without mention of complication",3
871,Open wound of elbow,3
871,Late effect of open wound of extremities without mention of tendon injury,3
871,"Multiple and unspecified open wound of lower limb, without mention of complication",3
871,"Open wound of upper arm, complicated",3
871,"Multiple and unspecified open wound of lower limb, complicated",3
871,Open wound of shoulder and upper arm,3
871,Open wound of forearm,3
871.1,Open wound of hand except finger(s) alone,2
871.1,"Open wound of hand except fingers alone, without mention of complication",2
871.1,"Open wound of hand except fingers alone, with tendon involvement",2
871.1,"Open wound of hand except fingers alone, complicated",2
871.2,Open wound of finger(s),2
871.2,"Open wound of fingers, with tendon involvement",2
871.2,"Open wound of fingers, complicated",2
871.2,"Open wound of fingers, without mention of complication",2
872,Traumatic amputation at shoulder joint,3
872,Traumatic amputation at level between knee and ankle,3
872,"Traumatic amputation of foot (complete) (partial), unilateral, complicated",3
872,Traumatic amputation at elbow level,3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, level not specified, complicated",3
872,"Traumatic amputation of foot (complete) (partial), bilateral, complicated",3
872,Traumatic amputation of ankle and foot,3
872,Traumatic amputation of other finger(s) (complete) (partial),3
872,Traumatic amputation at level between hip and knee,3
872,Traumatic amputation at level between shoulder and elbow,3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated",3
872,Traumatic amputation of thumb (complete)(partial),3
872,Traumatic amputation at level between elbow and wrist,3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication",3
872,Traumatic amputation of one toe,3
872,"Traumatic amputation of thumb (complete) (partial), without mention of complication",3
872,Traumatic amputation of leg(s) (complete) (partial),3
872,Traumatic amputation at hip joint,3
872,"Traumatic amputation of foot (complete) (partial), bilateral, without mention of complication",3
872,"Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], without mention of complication",3
872,Traumatic amputation of lower leg,3
872,Traumatic amputation of arm and hand (complete) (partial),3
872,Traumatic amputation of other single finger (complete)(partial),3
872,"Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], complicated",3
872,"Traumatic amputation of toe(s) (complete) (partial), without mention of complication",3
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated",3
872,"Traumatic amputation of shoulder and upper arm, level unspecified",3
872,Traumatic amputation at knee level,3
872,Traumatic amputation of ear,3
872,Traumatic amputation of foot (complete) (partial),3
872,Traumatic amputation of other parts of head,3
872,Traumatic amputation of two or more toes,3
872,Traumatic amputation of forearm,3
872,Traumatic amputation of two or more fingers alone (complete)(partial),3
872,Traumatic amputation of foot at ankle level,3
872,"Traumatic amputation of lower limb, level unspecified",3
872,"Traumatic amputation of wrist and hand, level unspecified",3
872,"Traumatic amputation of thumb (complete) (partial), complicated",3
872,Traumatic amputation of toe(s) (complete) (partial),3
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, without mention of complication",3
872,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication",3
872,"Traumatic amputation of forearm, level unspecified",3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, complicated",3
872,Traumatic amputation of thumb (complete) (partial),3
872,"Traumatic amputation of hip and thigh, level unspecified",3
872,"Traumatic amputation of lower leg, level unspecified",3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication",3
872,Late effect of traumatic amputation,3
872,Traumatic amputation of hand at wrist level,3
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication",3
872,Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand,3
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication",3
872,"Traumatic amputation of foot, level unspecified",3
872,Traumatic amputation of wrist and hand,3
872,"Traumatic amputation of other finger(s) (complete) (partial), complicated",3
872,"Traumatic amputation of leg(s) (complete) (partial), unilateral, level not specified, without mention of complication",3
872,Traumatic amputation of external genital organs,3
872,"Traumatic amputation of toe(s) (complete) (partial), complicated",3
872,"Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated",3
872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated",3
