CPT code,String,Layer
1007755,Repair of high imperforate anus with rectourethral or rectovaginal fistula,1
1008266,Introduction Procedures on the Bladder,1
1008447,"Urethrorrhaphy, suture of urethral wound or injury",1
1008473,"Slitting of prepuce, dorsal or lateral (separate procedure)",1
1008683,"Incision Procedures on the Vulva, Perineum and Introitus",1
1008692,"Excision Procedures on the Vulva, Perineum and Introitus",1
1008709,"Repair Procedures on the Vulva, Perineum and Introitus",1
1008722,Incision and drainage of vaginal hematoma,1
1008944,Antepartum and Fetal Invasive Services for Maternity Care and Delivery,1
1008977,"Cerclage of cervix, during pregnancy",1
1008981,"Vaginal Delivery, Antepartum and Postpartum Care Procedures",1
1009060,Excision of carotid body tumor,1
1009063,"Laparoscopic Procedures on the Parathyroid, Thymus, Adrenal Glands, Pancreas, and Carotid Body",1
1009069,"Surgical Procedures on the Skull, Meninges, and Brain",1
1009070,"Injection, Drainage, or Aspiration Procedures on the Skull, Meninges, and Brain",1
1009124,"Craniectomy, suboccipital",1
1009139,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa",1
1009150,Craniotomy with elevation of bone flap,1
1009233,"Endovascular Therapy Procedures on the Skull, Meninges, and Brain",1
1009251,"Surgery of complex intracranial aneurysm, intracranial approach",1
1009271,"Creation of lesion by stereotactic method, percutaneous, by neurolytic agent (eg, alcohol, thermal, electrical, radiofrequency)",1
1009381,Posterior Extradural Laminotomy or Laminectomy for Exploration/ Decompression of Neural Elements or Excision of Herniated Intervertebral Disks Procedures,1
1009450,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage",1
1009520,"Shunt, Spinal CSF Procedures",1
1009659,Excision of neurofibroma or neurolemmoma,1
1009675,"Suture of digital nerve, hand or foot",1
1009722,Nerve pedicle transfer,1
1009751,Removal of Foreign Body Procedures on the Eyeball,1
1009804,Procedures on the Anterior Chamber of the Eye,1
1009893,Vitreous Procedures on the Posterior Segment of the Eye,1
1009993,Excision and Destruction Procedures on the Eyelids,1
1010007,Tarsorrhaphy Procedures on the Eyelids,1
1010348,"Radiologic examination, ribs, unilateral",1
1010381,"Radiologic examination, spine, lumbosacral",1
1010520,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Abdomen,1
1010789,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach",1
1010819,Diagnostic Ultrasound Procedures of the Extremities,1
1010905,Proton treatment delivery,1
1010910,Radiation Hyperthermia Treatment,1
1010919,Clinical Brachytherapy Radiation Treatment,1
1011174,Phenytoin,1
1011211,Insulin tolerance panel,1
1011229,Urinalysis,1
1011294,Bilirubin,1
1011299,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative",1
1011471,Haptoglobin,1
1011714,Transferase,1
1011720,Triiodothyronine T3,1
1011736,Uric acid,1
1011784,Clotting,1
1011889,Blood bank physician services,1
1011921,"Immunoassay for tumor antigen, quantitative",1
1011965,Rheumatoid factor,1
1012071,"Lymphocytotoxicity assay, visual crossmatch",1
1012154,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates",1
1012357,"Necropsy (autopsy), gross and microscopic",1
1012404,"Cytopathology, evaluation of fine needle aspirate",1
1012805,"Ophthalmological examination and evaluation, under general anesthesia, with or without manipulation of globe for passive range of motion or other manipulation to facilitate diagnostic examination",1
1012812,"Visual field examination, unilateral or bilateral, with interpretation and report",1
1012855,"Fitting of spectacles, except for aphakia",1
1012947,"Diagnostic analysis of cochlear implant, age 7 years or older",1
1013171,Physician or other qualified health care professional services for outpatient cardiac rehabilitation,1
1013206,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts",1
1013285,"Professional services for allergen immunotherapy in the office or institution of the prescribing physician or other qualified health care professional, including provision of allergenic extract",1
1013306,Endocrinology Services,1
1013367,Evoked Potentials and Reflex Testing Procedures,1
1013575,"Special Services, Procedures and Reports",1
1013610,Other Medicine Services and Procedures,1
1013648,Hospital Observation Services,1
1013839,Established Patient Preventive Medicine Services,1
1013922,Vascular Introduction and Injection Procedures,1
1014069,"Excision or curettage of bone cyst or benign tumor, humerus",1
1014086,Excision or curettage of bone cyst or benign tumor of carpal bones,1
1014092,Disarticulation through wrist,1
1014113,Excision or curettage of bone cyst or benign tumor of femur,1
1014118,"Arthroplasty, knee, tibial plateau",1
1014136,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass",1
1014146,"Gastric restrictive procedure, with gastric bypass for morbid obesity",1
1014169,Revision of urinary-cutaneous anastomosis (any type urostomy),1
1014225,Excision of thyroglossal duct cyst or sinus,1
1014266,"Lactate dehydrogenase (LD), (LDH)",1
1014303,"Electrophysiologic evaluation of single or dual chamber pacing cardioverter-defibrillator leads including defibrillation threshold evaluation (induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination) at time of initial implantation or replacement",1
1014526,Physical Examination,1
1014569,"Excision, trochanteric pressure ulcer, with primary suture",1
1014609,"Laryngoscopy, direct, operative, with biopsy",1
1015128,Hernia Laparoscopic Procedures,1
1018124,Other Procedures on the Shoulder,1
1018163,Other Procedures of the Anterior Segment of Eye,1
1018172,Other Physical Medicine and Rehabilitation Service or Procedures,1
1018485,"Initial Placement Procedures on the Abdomen, Peritoneum, and Omentum",1
1018501,"Medical Team Conference, Direct (Face-to-Face) Contact With Patient and/or Family",1
1019020,"Stereotactic Radiosurgery (Cranial) Procedures on the Skull, Meninges, and Brain",1
1019105,Hydration Infusion,1
1019140,Initial and Continuing Intensive Care Services,1
1019321,"End-stage renal disease (ESRD) related services monthly, for patients 20 years of age and older",1
1019332,Subcutaneous infusion for therapy or prophylaxis (specify substance or drug),1
1019375,Pain severity quantified,1
1020189,"Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular)",1
1020201,"Excision, tumor, soft tissue of face and scalp, subfascial (eg, subgaleal, intramuscular)",1
1020565,"Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel",1
1020907,Abdominal paracentesis (diagnostic or therapeutic),1
1020909,"Hepatobiliary system imaging, including gallbladder when present",1
1020917,"IGH@ (Immunoglobulin heavy chain locus) (eg, leukemias and lymphomas, B-cell), gene rearrangement analysis to detect abnormal clonal population(s)",1
1020931,"HLA Class I typing, high resolution (ie, alleles or allele groups)",1
1021139,Other Psychiatric Services or Procedures,1
1021165,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed",1
1021535,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention",1
1002806,Anesthesia for procedures on eye,1
1002861,Anesthesia for closed chest procedures,1
1002879,"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest",1
1002929,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy,1
1003038,"Anesthesia for open procedures on bones of lower leg, ankle, and foot",1
1003077,Anesthesia for open or surgical arthroscopic procedures of the elbow,1
1003090,"Anesthesia for Procedures on the Forearm, Wrist, and Hand",1
1003188,Biopsy Procedures on the Skin,1
1003202,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia",1
1003227,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane",1
1003244,"Excision, malignant lesion including margins, trunk, arms, or legs",1
1003289,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation",1
1003556,Local Treatment Procedures for Burns,1
1003558,"Dressings and/or debridement of partial-thickness burns, initial or subsequent",1
1003717,Injection(s),1
1003766,Autograft for spine surgery only (includes harvesting the graft),1
1004018,Reconstructive repair of pectus excavatum or carinatum,1
1004053,Osteotomy Procedures on the Spine (Vertebral Column),1
1004151,"Incision and drainage, shoulder area",1
1004157,Excision Procedures on the Shoulder,1
1004233,Closed treatment of clavicular fracture,1
1004256,Closed treatment of greater humeral tuberosity fracture,1
1004273,Amputation Procedures on the Shoulder,1
1004323,"Removal of foreign body, upper arm or elbow area",1
1004374,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed",1
1004377,"Closed treatment of humeral epicondylar fracture, medial or lateral",1
1004482,"Repair, tendon or muscle, flexor, forearm and/or wrist",1
1004528,Repair of defect with autograft,1
1004558,Closed treatment of ulnar shaft fracture,1
1004670,Introduction or Removal Procedures on the Hand and Fingers,1
1004724,Opponensplasty,1
1004808,"Closed treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint",1
1004926,Open treatment of slipped femoral epiphysis,1
1004962,"Closed treatment of hip dislocation, traumatic",1
1005039,Lengthening of hamstring tendon,1
1005219,"Repair, primary, disrupted ligament, ankle",1
1005269,Closed treatment of trimalleolar ankle fracture,1
1005465,Treatment of tarsal bone fracture (except talus and calcaneus),1
1005496,Closed treatment of tarsometatarsal joint dislocation,1
1005512,Arthrodesis,1
1005708,Rhinectomy,1
1005808,"Nasal/sinus endoscopy, surgical",1
1005829,"Pharyngolaryngectomy, with radical neck dissection",1
1005834,Introduction Procedures on the Larynx,1
1005871,Repair Procedures on the Larynx,1
1005887,"Tracheostomy, emergency procedure",1
1005921,Introduction Procedures on the Trachea and Bronchi,1
1005962,Thoracostomy,1
1006038,"Lung transplant, single",1
1006169,"Valvuloplasty, tricuspid valve",1
1006187,Repair of coronary arteriovenous or arteriocardiac chamber fistula,1
1006292,Obliteration of aortopulmonary septal defect,1
1006439,"Repair Procedures Blood Vessel Other Than for Fistula, With or Without Patch Angioplasty",1
1006737,Arterial Procedures,1
1006752,"Arteriovenous anastomosis, open",1
1006852,Laparoscopic Procedures on the Spleen,1
1006877,Hematopoietic progenitor cell (HPC),1
1006881,Surgical Procedures on the Lymph Nodes and Lymphatic Channels,1
1006980,Plastic repair of cleft lip/nasal deformity,1
1006988,Surgical Procedures on the Vestibule of Mouth,1
1007065,Surgical Procedures on the Dentoalveolar Structures,1
1007223,"Total or near total esophagectomy, without thoracotomy",1
1007332,Closure of esophagostomy or fistula,1
1007387,"Laparoscopy, surgical, gastric restrictive procedure",1
1007422,Surgical Procedures on the Intestines (Except Rectum),1
1007527,"Ileoscopy, through stoma",1
1007543,Introduction Procedures on the Intestines (Except Rectum),1
1007596,Excision Procedures on the Rectum,1
1007604,"Proctectomy, partial, with anastomosis",1
1007672,Proctoplasty,1
1007721,Surgical treatment of anal fistula (fistulectomy/fistulotomy),1
1007854,Introduction Procedures on the Biliary Tract,1
1007926,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure)",1
1008005,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy",1
1008038,"Repair umbilical hernia, age 5 years or older",1
1008061,Surgical Procedures on the Urinary System,1
1008326,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of",1
1008343,Cystourethroscopy,1
1008404,Drainage of perineal urinary extravasation,1
1008423,Repair Procedures on the Urethra,1
1008453,"Dilation of urethral stricture by passage of sound or urethral dilator, male",1
1008472,Incision Procedures on the Penis,1
1008496,"Amputation of penis, radical",1
1008578,Laparoscopic Procedures on the Testis,1
1008579,"Laparoscopy, surgical",1
1008645,Excision Procedures on the Seminal Vesicles,1
1008648,Surgical Procedures on the Prostate,1
1008693,Biopsy of vulva or perineum (separate procedure),1
1008730,Biopsy of vaginal mucosa,1
1008761,"Colpopexy, vaginal",1
1008895,Laparoscopic Procedures on the Oviduct/Ovary,1
1008962,Surgical treatment of ectopic pregnancy,1
1008996,Delivery Procedures After Previous Cesarean Delivery,1
1009130,Craniectomy,1
1009166,Craniectomy for craniosynostosis,1
1009169,Craniotomy for craniosynostosis,1
1009175,"Excision, intra and extracranial, benign tumor of cranial bone (eg, fibrous dysplasia)",1
1009212,"Resection or excision of neoplastic, vascular or infectious lesion of infratemporal fossa, parapharyngeal space, petrous apex",1
1009470,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural",1
1009572,Percutaneous implantation of neurostimulator electrode array,1
1009593,Chemodenervation of muscle(s),1
1009630,"Transection or Avulsion Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System",1
1009737,"Exenteration of orbit (does not include skin graft), removal of orbital contents",1
1009845,"Incision Procedures on the Iris, Ciliary Body of the Eye",1
1009850,"Iridectomy, with corneoscleral or corneal section",1
1009907,Retina or Choroid Procedures,1
1009912,Repair of retinal detachment,1
1009944,Surgical Procedures on the Ocular Adnexa,1
1009963,Procedures on the Orbit of the Ocular Adnexa,1
1010060,Injection Procedures on the Conjunctiva,1
1010074,Conjunctival flap,1
1010252,Diagnostic Radiology (Diagnostic Imaging) Procedures,1
1010269,Radiologic examination,1
1010437,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Upper Extremities,1
1010445,Radiologic examination,1
1010463,"Computed tomography, upper extremity",1
1010500,"Radiologic examination, foot",1
1010526,"Computed tomography, abdomen",1
1010693,Other Diagnostic Radiology (Diagnostic Imaging) Related Procedures,1
1010875,Radiation Treatment Delivery,1
1010914,Hyperthermia generated by interstitial probe(s),1
1011074,"Brain imaging, positron emission tomography (PET)",1
1011087,Diagnostic Nuclear Medicine Procedures on the Genitourinary System,1
1011115,Positron emission tomography (PET) imaging,1
1011664,"Protoporphyrin, RBC",1
1011856,Russell viper venom time (includes venom),1
1011902,Complement,1
1012116,Hemolysins and agglutinins,1
1012175,Macroscopic examination,1
1012349,Postmortem Examination Procedures,1
1012421,Tissue culture for non-neoplastic disorders,1
1012434,Chromosome analysis,1
1012564,Thawing of cryopreserved,1
1012599,Immunization administration by intranasal or oral route,1
1012799,Established Patient General Ophthalmological Services and Procedures,1
1012822,Ophthalmoscopy Procedures,1
1012847,"Prescription of optical and physical characteristics of contact lens, with medical supervision of adaptation and direction of fitting by independent technician",1
1012932,Hearing aid examination and selection,1
1013008,Percutaneous transluminal pulmonary artery balloon angioplasty,1
1013214,Pulmonary Procedures,1
1013309,Neurology and Neuromuscular Procedures,1
1013310,Sleep Medicine Testing Procedures,1
1013319,Electroencephalogram (EEG) extended monitoring,1
1013483,Physical Medicine and Rehabilitation Evaluations,1
1013529,Active Wound Care Management,1
1013652,New or Established Patient Initial Hospital Observation Care Services,1
1013743,Initial Nursing Facility Care,1
1013759,"Domiciliary, Rest Home (eg, Boarding Home), or Custodial Care Services",1
1013829,Preventive Medicine Services,1
1014053,"Reconstruction midface, LeFort III (extra and intracranial) with forehead advancement (eg, mono bloc), requiring bone grafts (includes obtaining autografts)",1
1014180,Vesiculotomy,1
1014214,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy",1
1014268,"Phosphatase, alkaline",1
1014273,C-reactive protein,1
1014565,"Excision, sacral pressure ulcer, with primary suture",1
1014606,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy",1
1014946,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits",1
1014951,"Pediatric home apnea monitoring event recording including respiratory rate, pattern and heart rate per 30-day period of time",1
1015071,Laparoscopic Enterostomy - External Fistulization of Intestines,1
1015091,Bone/Joint Studies,1
1015093,Other Radiation Procedures,1
1015098,Ventilator Management,1
1015101,Medical Genetics and Genetic Counseling Services,1
1018128,Other Procedures on the Pelvis or Hip Joint,1
1018155,Other Procedures on the Pancreas,1
1018168,Other Procedures of the Temporal Bone Middle Fossa Approach,1
1018174,Qualitative or Semiquantitative Immunoassays,1
1018177,Cytopathology Screening Procedures,1
1018232,Other Procedures on the Abdomen,1
1018490,Removal Procedures on the Bladder,1
1018503,"Behavior Change Interventions, Individual Services",1
1018504,Non-Face-to-Face Evaluation and Management Services,1
1019323,"External mobile cardiovascular telemetry with electrocardiographic recording, concurrent computerized real time data analysis and greater than 24 hours of accessible ECG data storage (retrievable with query) with ECG triggered and patient selected events transmitted to a remote attended surveillance center for up to 30 days",1
1020208,"Myocardial perfusion imaging, planar (including qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed)",1
1020527,Incision for implantation of neurostimulator electrode array,1
1020548,"Pure tone audiometry (threshold), automated",1
1020563,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation",1
1020914,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis",1
1020926,"PMS2 (postmeiotic segregation increased 2 [S. cerevisiae]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis",1
1020939,"Interrogation device evaluation (in person), carotid sinus baroreflex activation system, including telemetric iterative communication with the implantable device to monitor device diagnostics and programmed therapy values, with interpretation and report (eg, battery status, lead impedance, pulse amplitude, pulse width, therapy frequency, pathway mode, burst mode, therapy start/stop times each day)",1
1021147,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",1
1021161,Infectious agent genotype analysis by nucleic acid (DNA or RNA),1
1021436,Anesthesia Physical Status Modifiers,1
1021531,"Endovascular repair of visceral aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) by deployment of a fenestrated visceral aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed",1
1021541,Chemodenervation of trunk muscle(s),1
1002844,Anesthesia for Procedures on the Thorax (Chest Wall and Shoulder Girdle),1
1002961,Anesthesia for procedures on male genitalia (including open urethral procedures),1
1003054,"Anesthesia for open or surgical arthroscopic procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint",1
1003060,Anesthesia for procedures on arteries of shoulder and axilla,1
1003193,"Removal of skin tags, multiple fibrocutaneous tags, any area",1
1003270,"Avulsion of nail plate, partial or complete, simple",1
1003286,"Injection, intralesional",1
1003370,Adjacent Tissue Transfer or Rearrangement Procedures on the Integumentary System,1
1003391,Autografts/Tissue Cultured Autograft,1
1003485,Dermabrasion,1
1003562,Escharotomy,1
1003621,Biopsy of breast,1
1003782,Electrical stimulation to aid bone healing,1
1003809,Excision of benign tumor or cyst of maxilla,1
1003871,"Reconstruction of mandibular rami, horizontal, vertical, C, or L osteotomy",1
1004068,"Open treatment and/or reduction of odontoid fracture(s) and or dislocation(s) (including os odontoideum), anterior approach, including placement of internal fixation",1
1004098,"Posterior, Posterolateral or Lateral Transverse Process Technique Arthrodesis Procedures on the Spine (Vertebral Column)",1
1004224,"Arthroplasty, glenohumeral joint",1
1004247,Closed treatment of scapular fracture,1
1004270,Arthrodesis Procedures on the Shoulder,1
1004287,Excision Procedures on the Humerus (Upper Arm) and Elbow,1
1004288,"Biopsy, soft tissue of upper arm or elbow area",1
1004358,"Repair of nonunion or malunion, humerus",1
1004401,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es])",1
1004406,"Arthrodesis, elbow joint",1
1004436,"Biopsy, soft tissue of forearm and/or wrist",1
1004444,"Arthrotomy, wrist joint",1
1004506,"Osteotomy, radius",1
1004622,Drainage of palmar bursa,1
1004638,Arthrotomy with biopsy,1
1004686,"Repair, extensor tendon, hand, primary or secondary",1
1004890,Removal of hip prosthesis,1
1005227,Osteotomy,1
1005246,Fracture and/or Dislocation Procedures on the Leg (Tibia and Fibula) and Ankle Joint,1
1005275,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia",1
1005539,"Application of Risser jacket, localizer, body",1
1005838,"Laryngoscopy, indirect",1
1005927,Catheter aspiration (separate procedure),1
1006007,"Thoracoscopy, diagnostic (separate procedure)",1
1006126,Repair of cardiac wound,1
1006273,Repair Procedures for Transposition of the Great Vessels,1
1006479,Transluminal Angioplasty Procedures on Arteries and Veins,1
1006590,Transposition and/or reimplantation,1
1006774,"Venous anastomosis, open",1
1006787,Venous Mechanical Thrombectomy Procedures,1
1006942,Endoscopy Procedures on the Mediastinum,1
1006955,"Repair, diaphragmatic hernia (other than neonatal), traumatic",1
1006993,"Removal of embedded foreign body, vestibule of mouth",1
1007101,Repair Procedures on the Palate and Uvula,1
1007169,Biopsy,1
1007209,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy)",1
1007230,"Partial esophagectomy, distal two-thirds, with thoracotomy and separate abdominal incision, with or without proximal gastrectomy",1
1007260,"Esophagogastroduodenoscopy, flexible, transoral",1
1007418,"Gastric restrictive procedure, open",1
1007438,"Enterectomy, resection of small intestine",1
1007450,Intestinal allotransplantation,1
1007468,"Colectomy, total, abdominal, with proctectomy",1
1007492,Laparoscopic Repair Procedure on the Intestines (Except Rectum),1
1007534,Colonoscopy through stoma,1
1007579,Incision Procedures on the Appendix,1
1007587,Laparoscopic Procedures on the Appendix,1
1007592,Incision Procedures on the Rectum,1
1007663,Laparoscopic Procedures on the Rectum,1
1007918,"Pancreatectomy, distal subtotal, with or without splenectomy",1
1007944,Pancreas Transplantation Procedures,1
1007979,"Laparoscopic Procedures on the Abdomen, Peritoneum, and Omentum",1
1008054,"Suture Procedures on the Abdomen, Peritoneum, and Omentum",1
1008132,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting",1
1008142,"Laparoscopy, surgical",1
1008176,Excision Procedures on the Ureter,1
1008236,Cystotomy or cystostomy,1
1008334,"Cystourethroscopy, with internal urethrotomy",1
1008354,Ureter and Pelvis Transurethral Surgical Procedures,1
1008477,Destruction Procedures on the Penis,1
1008493,Amputation of penis,1
1008532,"Repair of hypospadias complications (ie, fistula, stricture, diverticula)",1
1008637,Laparoscopic Procedures on the Spermatic Cord,1
1008681,Surgical Procedures on the Female Genital System,1
1008689,"Destruction of lesion(s), vulva",1
1008768,Construction of artificial vagina,1
1008816,Repair Procedures on the Cervix Uteri,1
1009005,"Treatment of missed abortion, completed surgically",1
1009097,Craniectomy or Craniotomy Procedures,1
1009188,Craniofacial approach to anterior cranial fossa,1
1009225,Base of Posterior Cranial Fossa Procedures,1
1009289,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling",1
1009317,"Neuroendoscopy, intracranial",1
1009341,"Injection, Drainage, or Aspiration Procedures on the Spine and Spinal Cord",1
1009388,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments",1
1009440,Laminectomy with drainage of intramedullary cyst/syrinx,1
1009589,"Destruction by neurolytic agent, trigeminal nerve",1
1009684,"Suture of major peripheral nerve, arm or leg, except sciatic",1
1009728,Surgical Procedures on the Eyeball,1
1009743,Insertion of ocular implant secondary,1
1009844,"Procedures on the Iris, Ciliary Body of the Eye",1
1009870,Incision Procedures on the Lens of the Eye,1
1009972,"Orbitotomy with bone flap or window, lateral approach (eg, Kroenlein)",1
1010308,"Computed tomography, soft tissue neck",1
1010367,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,1
1010387,"Computed tomography, cervical spine",1
1010448,"Radiologic examination, elbow",1
1010503,Radiologic examination,1
1010538,Radiologic examination,1
1010633,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Veins and Lymphatics,1
1010771,Diagnostic Ultrasound Procedures of the Chest,1
1010801,"Doppler velocimetry, fetal",1
1010849,Therapeutic radiology simulation-aided field setting,1
1010895,Neutron Beam Treatment Delivery,1
1010958,"Diagnostic Nuclear Medicine Procedures on the Hematopoietic, Reticuloendothelial and Lymphatic System",1
1010963,"Plasma volume, radiopharmaceutical volume-dilution technique (separate procedure)",1
1010979,Liver imaging,1
1011009,Bone and/or joint imaging,1
1011037,"Cardiac blood pool imaging, gated equilibrium",1
1011269,Amino acids,1
1011291,Bile acids,1
1011705,Thyroxine,1
1011933,Immunoelectrophoresis,1
1012172,"Dark field examination, any source (eg, penile, vaginal, oral, skin)",1
1012198,Virus isolation,1
1012441,Molecular cytogenetics,1
1012555,Sperm evaluation,1
1012681,Psychiatry Services and Procedures,1
1012871,Special Otorhinolaryngologic Services and Procedures,1
1012883,"Vestibular Function Tests, Without Electrical Recording",1
1012952,"Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient",1
1012970,Auditory rehabilitation,1
1013002,Atrial septectomy or septostomy,1
1013030,External electrocardiographic recording up to 48 hours by continuous rhythm recording and storage,1
1013137,Peripheral Arterial Disease Rehabilitation,1
1013216,Patient-initiated spirometric recording per 30-day period of time,1
1013281,Allergen Immunotherapy Services and Procedures,1
1013301,Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy,1
1013331,"Muscle testing, manual (separate procedure) with report",1
1013341,Needle electromyography,1
1013429,Health and Behavior Assessment/Intervention Procedures,1
1013511,"Therapeutic procedure, 1 or more areas, each 15 minutes",1
1013552,Acupuncture Procedures,1
1013651,Initial Hospital Observation Care Services,1
1013661,New or Established Patient Initial Hospital Inpatient Care Services,1
1013711,Emergency Department Services,1
1013744,New or Established Patient Comprehensive Nursing Facility Assessments,1
1013807,Prolonged Standby Services,1
1013819,Care Plan Oversight Services,1
1013877,Home Health Procedures and Services,1
1013947,Shunt Procedures on the Anterior Sclera of the Eye,1
1014059,Excision first and/or cervical rib,1
1014084,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process),1
1014094,Transmetacarpal amputation,1
1014147,"Closure of enterostomy, large or small intestine",1
1014149,"Laparoscopy, surgical",1
1014159,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",1
1014185,"Exposure of prostate, any approach, for insertion of radioactive substance",1
1014197,Colposcopy of the cervix including upper/adjacent vagina,1
1014218,Cesarean delivery only,1
1014223,"Induced abortion, by 1 or more vaginal suppositories (eg, prostaglandin) with or without cervical dilation (eg, laminaria), including hospital admission and visits, delivery of fetus and secundines",1
1014256,"Ophthalmic biometry by ultrasound echography, A-scan",1
1014576,"Open treatment of sternoclavicular dislocation, acute or chronic",1
1014600,"Application of body cast, shoulder to hips",1
1014622,Appendectomy,1
1014651,"Preventive Medicine, Individual Counseling Services",1
1014702,Continuous inhalation treatment with aerosol medication for acute airway obstruction,1
1015130,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture",1
1018129,Other Procedures on the Femur or Knee Joint,1
1018147,Other Procedures of the Hemic or Lymphatic System,1
1018162,Other Procedures of the Nervous System,1
1018188,Other Procedures on the Eyelids,1
1019071,Other Dialysis Procedures,1
1019288,Structural Measures,1
1019310,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed)",1
1019316,"Microdissection (ie, sample preparation of microscopically identified target)",1
1019319,"End-stage renal disease (ESRD) related services monthly, for patients 2-11 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents",1
1019372,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace",1
1020183,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular)",1
1020209,"Adjacent tissue transfer or rearrangement, any area",1
1020534,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral",1
1020568,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel",1
1020895,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm",1
1020897,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment",1
1020923,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis",1
