CPT code,String
1013988,Non-invasive Physiologic Studies and Procedures
1014043,Anesthesia for
1014066,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed"
1014096,"Fasciectomy, partial palmar with release of single digit including proximal interphalangeal joint, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft)"
1014109,"Osteotomy, iliac, acetabular or innominate bone"
1014127,"Thoracoplasty, Schede type or extrapleural (all stages)"
1014145,"Laparoscopy, surgical, gastric restrictive procedure"
1014156,"Placement of drains, peripancreatic, for acute pancreatitis"
1014211,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less"
1014265,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)"
1014304,Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours
1014405,Category III Codes
1014458,"Focused ultrasound ablation of uterine leiomyomata, including MR guidance"
1014507,Category II Codes
1014578,Acetabuloplasty
1014590,"Amputation, leg, through tibia and fibula"
1014621,Thrombectomy of arterial or venous graft (other than hemodialysis graft or fistula)
1014956,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less"
1015092,Stereotactic Radiation Treatment Delivery
1015099,Pulmonary Diagnostic Testing and Therapies
1018122,Other Procedures on the Female Genital System
1018142,Other Procedures on the Larynx
1018143,Other Procedures on the Trachea or Bronchi
1018167,Other Procedures of the Inner Ear
1018234,Other Casting or Strapping Procedures
1018494,Introduction Procedures on the Anterior Chamber of the Eye
1018510,"Telephone assessment and management service provided by a qualified nonphysician health care professional to an established patient, parent, or guardian not originating from a related assessment and management service provided within the previous 7 days nor leading to an assessment and management service or procedure within the next 24 hours or soonest available appointment"
1018513,Smoking and tobacco use cessation counseling visit
1018521,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less"
1019315,Oncoprotein
1019327,"Interrogation device evaluation(s) (remote), up to 90 days"
1019328,"Interrogation device evaluation(s), (remote) up to 30 days"
1020186,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area"
1020195,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular)"
1020207,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed)"
1020529,Cryopreservation
1020530,"Tuberculosis test, cell mediated immunity antigen response measurement"
1020535,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level"
1020553,"Repair, paraesophageal hiatal hernia (including fundoplication), via thoracotomy, except neonatal"
1020562,Transluminal dilation of aqueous outflow canal
1020569,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery, unilateral, each additional vessel"
1020900,Thoracoscopy
1020901,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator
1020924,"MECP2 (methyl CpG binding protein 2) (eg, Rett syndrome) gene analysis"
1021532,"Endovascular repair of visceral aorta and infrarenal abdominal aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) with a fenestrated visceral aortic endograft and concomitant unibody or modular infrarenal aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed"
1002802,"Anesthesia for procedures on external, middle, and inner ear including biopsy"
1002822,Anesthesia for procedures on facial bones or skull
1002886,Anesthesia for Procedures on the Spine and Spinal Cord
1003152,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia)"
1003165,Debridement of extensive eczematous or infected skin
1003196,Shaving of Epidermal or Dermal Lesions Procedures
1003212,Excision-Benign Lesions Procedures on the Skin
1003285,Introduction or Removal Procedures on the Integumentary System
1003352,"Repair, complex, trunk"
1003394,"Split-thickness autograft, trunk, arms, legs"
1003406,"Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits"
1003478,Graft
1003520,Graft for facial nerve paralysis
1003567,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses)"
1003654,Repair and/or Reconstruction Procedures on the Breast
1003770,Other Procedures on the Musculoskeletal System
1003833,"Repair, Revision, and/or Reconstruction Procedures on the Head"
1003880,"Osteoplasty, facial bones"
1003918,Fracture and/or Dislocation Procedures on the Head
1003948,Open treatment of orbital floor blowout fracture
1004040,"Incision and drainage, open, of deep abscess (subfascial), posterior spine"
1004064,Fracture and/or Dislocation Procedures on the Spine (Vertebral Column)
1004071,"Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, 1 fractured vertebra or dislocated segment"
1004147,Surgical Procedures on the Shoulder
1004148,Incision Procedures on the Shoulder
1004167,Arthrotomy
1004251,Closed treatment of proximal humeral (surgical or anatomical neck) fracture
1004260,"Closed treatment of shoulder dislocation, with manipulation"
1004370,"Closed treatment of supracondylar or transcondylar humeral fracture, with or without intercondylar extension"
1004512,"Multiple osteotomies, with realignment on intramedullary rod (Sofield type procedure)"
1004565,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed"
1004602,Amputation Procedures on the Forearm and Wrist
1005029,Suture of infrapatellar tendon
1005035,"Tenotomy, open, hamstring, knee to hip"
1005126,"Open treatment of tibial fracture, proximal (plateau)"
1005157,"Decompression fasciotomy, leg"
1005253,Closed treatment of medial malleolus fracture
1005272,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus"
1005315,"Incision and drainage below fascia, with or without tendon sheath involvement, foot"
1005453,Fracture and/or Dislocation Procedures on the Foot and Toes
1005536,Body and Upper Extremity Application of Casts and Strapping
1005574,Application of hip spica cast
1005715,Removal of Foreign Body Procedures on the Nose
1005721,"Rhinoplasty, primary"
1005734,Repair choanal atresia
1005738,Repair fistula
1005937,Bronchoplasty
1006252,Repair Procedures for the Sinus of Valsalva
1006370,"Venous Embolectomy/Thrombectomy, Direct or With Catheter"
1006440,"Repair blood vessel, direct"
1006581,Composite Graft Procedures on Arteries and Veins
1006586,Adjuvant Techniques Procedures on Arteries and Veins
1006667,"Exchange transfusion, blood"
1006883,Drainage of lymph node abscess or lymphadenitis
1006904,Limited lymphadenectomy for staging (separate procedure)
1006976,"Repair lip, full thickness"
1007093,"Excision, lesion of palate, uvula"
1007134,Biopsy of salivary gland
1007155,Other Procedures on the Salivary Gland and Ducts
1007205,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy)"
1007305,"Esophagoplasty for congenital defect (plastic repair or reconstruction), thoracic approach"
1007345,Incision Procedures on the Stomach
1007356,"Excision, local"
1007479,Laparoscopic Excision Procedures on the Intestines (Except Rectum)
1007503,Colostomy or skin level cecostomy
1007549,"Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations)"
1007571,Excision Procedures on the Meckel's Diverticulum and the Mesentery
1007608,"Proctectomy, complete (for congenital megacolon), abdominal and perineal approach"
1007755,Repair of high imperforate anus with rectourethral or rectovaginal fistula
1008266,Introduction Procedures on the Bladder
1008447,"Urethrorrhaphy, suture of urethral wound or injury"
1008473,"Slitting of prepuce, dorsal or lateral (separate procedure)"
1008683,"Incision Procedures on the Vulva, Perineum and Introitus"
1008692,"Excision Procedures on the Vulva, Perineum and Introitus"
1008709,"Repair Procedures on the Vulva, Perineum and Introitus"
1008722,Incision and drainage of vaginal hematoma
1008944,Antepartum and Fetal Invasive Services for Maternity Care and Delivery
1008977,"Cerclage of cervix, during pregnancy"
1008981,"Vaginal Delivery, Antepartum and Postpartum Care Procedures"
1009060,Excision of carotid body tumor
1009063,"Laparoscopic Procedures on the Parathyroid, Thymus, Adrenal Glands, Pancreas, and Carotid Body"
1009069,"Surgical Procedures on the Skull, Meninges, and Brain"
1009070,"Injection, Drainage, or Aspiration Procedures on the Skull, Meninges, and Brain"
1009124,"Craniectomy, suboccipital"
1009139,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa"
1009150,Craniotomy with elevation of bone flap
1009233,"Endovascular Therapy Procedures on the Skull, Meninges, and Brain"
1009251,"Surgery of complex intracranial aneurysm, intracranial approach"
1009271,"Creation of lesion by stereotactic method, percutaneous, by neurolytic agent (eg, alcohol, thermal, electrical, radiofrequency)"
1009381,Posterior Extradural Laminotomy or Laminectomy for Exploration/ Decompression of Neural Elements or Excision of Herniated Intervertebral Disks Procedures
1009450,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage"
1009520,"Shunt, Spinal CSF Procedures"
1009659,Excision of neurofibroma or neurolemmoma
1009675,"Suture of digital nerve, hand or foot"
1009722,Nerve pedicle transfer
1009751,Removal of Foreign Body Procedures on the Eyeball
1009804,Procedures on the Anterior Chamber of the Eye
1009893,Vitreous Procedures on the Posterior Segment of the Eye
1009993,Excision and Destruction Procedures on the Eyelids
1010007,Tarsorrhaphy Procedures on the Eyelids
1010348,"Radiologic examination, ribs, unilateral"
1010381,"Radiologic examination, spine, lumbosacral"
1010520,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Abdomen
1010789,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach"
1010819,Diagnostic Ultrasound Procedures of the Extremities
1010905,Proton treatment delivery
1010910,Radiation Hyperthermia Treatment
1010919,Clinical Brachytherapy Radiation Treatment
1011174,Phenytoin
1011211,Insulin tolerance panel
1011229,Urinalysis
1011294,Bilirubin
1011299,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative"
1011471,Haptoglobin
1011714,Transferase
1011720,Triiodothyronine T3
1011736,Uric acid
1011784,Clotting
1011889,Blood bank physician services
1011921,"Immunoassay for tumor antigen, quantitative"
1011965,Rheumatoid factor
1012071,"Lymphocytotoxicity assay, visual crossmatch"
1012154,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates"
1012357,"Necropsy (autopsy), gross and microscopic"
1012404,"Cytopathology, evaluation of fine needle aspirate"
1012805,"Ophthalmological examination and evaluation, under general anesthesia, with or without manipulation of globe for passive range of motion or other manipulation to facilitate diagnostic examination"
1012812,"Visual field examination, unilateral or bilateral, with interpretation and report"
1012855,"Fitting of spectacles, except for aphakia"
1012947,"Diagnostic analysis of cochlear implant, age 7 years or older"
1013171,Physician or other qualified health care professional services for outpatient cardiac rehabilitation
1013206,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts"
1013285,"Professional services for allergen immunotherapy in the office or institution of the prescribing physician or other qualified health care professional, including provision of allergenic extract"
1013306,Endocrinology Services
1013367,Evoked Potentials and Reflex Testing Procedures
1013575,"Special Services, Procedures and Reports"
1013610,Other Medicine Services and Procedures
1013648,Hospital Observation Services
1013839,Established Patient Preventive Medicine Services
1013922,Vascular Introduction and Injection Procedures
1014069,"Excision or curettage of bone cyst or benign tumor, humerus"
1014086,Excision or curettage of bone cyst or benign tumor of carpal bones
1014092,Disarticulation through wrist
1014113,Excision or curettage of bone cyst or benign tumor of femur
1014118,"Arthroplasty, knee, tibial plateau"
1014136,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass"
1014146,"Gastric restrictive procedure, with gastric bypass for morbid obesity"
1014169,Revision of urinary-cutaneous anastomosis (any type urostomy)
1014225,Excision of thyroglossal duct cyst or sinus
1014266,"Lactate dehydrogenase (LD), (LDH)"
1014303,"Electrophysiologic evaluation of single or dual chamber pacing cardioverter-defibrillator leads including defibrillation threshold evaluation (induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination) at time of initial implantation or replacement"
1014526,Physical Examination
1014569,"Excision, trochanteric pressure ulcer, with primary suture"
1014609,"Laryngoscopy, direct, operative, with biopsy"
1015128,Hernia Laparoscopic Procedures
1018124,Other Procedures on the Shoulder
1018163,Other Procedures of the Anterior Segment of Eye
1018172,Other Physical Medicine and Rehabilitation Service or Procedures
1018485,"Initial Placement Procedures on the Abdomen, Peritoneum, and Omentum"
1018501,"Medical Team Conference, Direct (Face-to-Face) Contact With Patient and/or Family"
1019020,"Stereotactic Radiosurgery (Cranial) Procedures on the Skull, Meninges, and Brain"
1019105,Hydration Infusion
1019140,Initial and Continuing Intensive Care Services
1019321,"End-stage renal disease (ESRD) related services monthly, for patients 20 years of age and older"
1019332,Subcutaneous infusion for therapy or prophylaxis (specify substance or drug)
1019375,Pain severity quantified
1020189,"Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular)"
1020201,"Excision, tumor, soft tissue of face and scalp, subfascial (eg, subgaleal, intramuscular)"
1020565,"Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel"
1020907,Abdominal paracentesis (diagnostic or therapeutic)
1020909,"Hepatobiliary system imaging, including gallbladder when present"
1020917,"IGH@ (Immunoglobulin heavy chain locus) (eg, leukemias and lymphomas, B-cell), gene rearrangement analysis to detect abnormal clonal population(s)"
1020931,"HLA Class I typing, high resolution (ie, alleles or allele groups)"
1021139,Other Psychiatric Services or Procedures
1021165,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed"
1021535,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention"
1002806,Anesthesia for procedures on eye
1002861,Anesthesia for closed chest procedures
1002879,"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest"
1002929,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy
1003038,"Anesthesia for open procedures on bones of lower leg, ankle, and foot"
1003077,Anesthesia for open or surgical arthroscopic procedures of the elbow
1003090,"Anesthesia for Procedures on the Forearm, Wrist, and Hand"
1003188,Biopsy Procedures on the Skin
1003202,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia"
1003227,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane"
1003244,"Excision, malignant lesion including margins, trunk, arms, or legs"
1003289,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation"
1003556,Local Treatment Procedures for Burns
1003558,"Dressings and/or debridement of partial-thickness burns, initial or subsequent"
1003717,Injection(s)
1003766,Autograft for spine surgery only (includes harvesting the graft)
1004018,Reconstructive repair of pectus excavatum or carinatum
1004053,Osteotomy Procedures on the Spine (Vertebral Column)
1004151,"Incision and drainage, shoulder area"
1004157,Excision Procedures on the Shoulder
1004233,Closed treatment of clavicular fracture
1004256,Closed treatment of greater humeral tuberosity fracture
1004273,Amputation Procedures on the Shoulder
1004323,"Removal of foreign body, upper arm or elbow area"
1004374,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed"
1004377,"Closed treatment of humeral epicondylar fracture, medial or lateral"
1004482,"Repair, tendon or muscle, flexor, forearm and/or wrist"
1004528,Repair of defect with autograft
1004558,Closed treatment of ulnar shaft fracture
1004670,Introduction or Removal Procedures on the Hand and Fingers
1004724,Opponensplasty
1004808,"Closed treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint"
1004926,Open treatment of slipped femoral epiphysis
1004962,"Closed treatment of hip dislocation, traumatic"
1005039,Lengthening of hamstring tendon
1005219,"Repair, primary, disrupted ligament, ankle"
1005269,Closed treatment of trimalleolar ankle fracture
1005465,Treatment of tarsal bone fracture (except talus and calcaneus)
1005496,Closed treatment of tarsometatarsal joint dislocation
1005512,Arthrodesis
1005708,Rhinectomy
1005808,"Nasal/sinus endoscopy, surgical"
1005829,"Pharyngolaryngectomy, with radical neck dissection"
1005834,Introduction Procedures on the Larynx
1005871,Repair Procedures on the Larynx
1005887,"Tracheostomy, emergency procedure"
1005921,Introduction Procedures on the Trachea and Bronchi
1005962,Thoracostomy
1006038,"Lung transplant, single"
1006169,"Valvuloplasty, tricuspid valve"
1006187,Repair of coronary arteriovenous or arteriocardiac chamber fistula
1006292,Obliteration of aortopulmonary septal defect
1006439,"Repair Procedures Blood Vessel Other Than for Fistula, With or Without Patch Angioplasty"
1006737,Arterial Procedures
1006752,"Arteriovenous anastomosis, open"
1006852,Laparoscopic Procedures on the Spleen
1006877,Hematopoietic progenitor cell (HPC)
1006881,Surgical Procedures on the Lymph Nodes and Lymphatic Channels
1006980,Plastic repair of cleft lip/nasal deformity
1006988,Surgical Procedures on the Vestibule of Mouth
1007065,Surgical Procedures on the Dentoalveolar Structures
1007223,"Total or near total esophagectomy, without thoracotomy"
1007332,Closure of esophagostomy or fistula
1007387,"Laparoscopy, surgical, gastric restrictive procedure"
1007422,Surgical Procedures on the Intestines (Except Rectum)
1007527,"Ileoscopy, through stoma"
1007543,Introduction Procedures on the Intestines (Except Rectum)
1007596,Excision Procedures on the Rectum
1007604,"Proctectomy, partial, with anastomosis"
1007672,Proctoplasty
1007721,Surgical treatment of anal fistula (fistulectomy/fistulotomy)
1007854,Introduction Procedures on the Biliary Tract
1007926,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure)"
1008005,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy"
1008038,"Repair umbilical hernia, age 5 years or older"
1008061,Surgical Procedures on the Urinary System
1008326,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of"
1008343,Cystourethroscopy
1008404,Drainage of perineal urinary extravasation
1008423,Repair Procedures on the Urethra
1008453,"Dilation of urethral stricture by passage of sound or urethral dilator, male"
1008472,Incision Procedures on the Penis
1008496,"Amputation of penis, radical"
1008578,Laparoscopic Procedures on the Testis
1008579,"Laparoscopy, surgical"
1008645,Excision Procedures on the Seminal Vesicles
1008648,Surgical Procedures on the Prostate
1008693,Biopsy of vulva or perineum (separate procedure)
1008730,Biopsy of vaginal mucosa
1008761,"Colpopexy, vaginal"
1008895,Laparoscopic Procedures on the Oviduct/Ovary
1008962,Surgical treatment of ectopic pregnancy
1008996,Delivery Procedures After Previous Cesarean Delivery
1009130,Craniectomy
1009166,Craniectomy for craniosynostosis
1009169,Craniotomy for craniosynostosis
1009175,"Excision, intra and extracranial, benign tumor of cranial bone (eg, fibrous dysplasia)"
1009212,"Resection or excision of neoplastic, vascular or infectious lesion of infratemporal fossa, parapharyngeal space, petrous apex"
1009470,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural"
1009572,Percutaneous implantation of neurostimulator electrode array
1009593,Chemodenervation of muscle(s)
1009630,"Transection or Avulsion Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System"
1009737,"Exenteration of orbit (does not include skin graft), removal of orbital contents"
1009845,"Incision Procedures on the Iris, Ciliary Body of the Eye"
1009850,"Iridectomy, with corneoscleral or corneal section"
1009907,Retina or Choroid Procedures
1009912,Repair of retinal detachment
1009944,Surgical Procedures on the Ocular Adnexa
1009963,Procedures on the Orbit of the Ocular Adnexa
1010060,Injection Procedures on the Conjunctiva
1010074,Conjunctival flap
1010252,Diagnostic Radiology (Diagnostic Imaging) Procedures
1010269,Radiologic examination
1010437,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Upper Extremities
1010445,Radiologic examination
1010463,"Computed tomography, upper extremity"
1010500,"Radiologic examination, foot"
1010526,"Computed tomography, abdomen"
1010693,Other Diagnostic Radiology (Diagnostic Imaging) Related Procedures
1010875,Radiation Treatment Delivery
1010914,Hyperthermia generated by interstitial probe(s)
1011074,"Brain imaging, positron emission tomography (PET)"
1011087,Diagnostic Nuclear Medicine Procedures on the Genitourinary System
1011115,Positron emission tomography (PET) imaging
1011664,"Protoporphyrin, RBC"
1011856,Russell viper venom time (includes venom)
1011902,Complement
1012116,Hemolysins and agglutinins
1012175,Macroscopic examination
1012349,Postmortem Examination Procedures
1012421,Tissue culture for non-neoplastic disorders
1012434,Chromosome analysis
1012564,Thawing of cryopreserved
1012599,Immunization administration by intranasal or oral route
1012799,Established Patient General Ophthalmological Services and Procedures
1012822,Ophthalmoscopy Procedures
1012847,"Prescription of optical and physical characteristics of contact lens, with medical supervision of adaptation and direction of fitting by independent technician"
1012932,Hearing aid examination and selection
1013008,Percutaneous transluminal pulmonary artery balloon angioplasty
1013214,Pulmonary Procedures
1013309,Neurology and Neuromuscular Procedures
1013310,Sleep Medicine Testing Procedures
1013319,Electroencephalogram (EEG) extended monitoring
1013483,Physical Medicine and Rehabilitation Evaluations
1013529,Active Wound Care Management
1013652,New or Established Patient Initial Hospital Observation Care Services
1013743,Initial Nursing Facility Care
1013759,"Domiciliary, Rest Home (eg, Boarding Home), or Custodial Care Services"
1013829,Preventive Medicine Services
1014053,"Reconstruction midface, LeFort III (extra and intracranial) with forehead advancement (eg, mono bloc), requiring bone grafts (includes obtaining autografts)"
1014180,Vesiculotomy
1014214,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy"
1014268,"Phosphatase, alkaline"
1014273,C-reactive protein
1014565,"Excision, sacral pressure ulcer, with primary suture"
1014606,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy"
1014946,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues), or incisional release of scar contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits"
1014951,"Pediatric home apnea monitoring event recording including respiratory rate, pattern and heart rate per 30-day period of time"
1015071,Laparoscopic Enterostomy - External Fistulization of Intestines
1015091,Bone/Joint Studies
1015093,Other Radiation Procedures
1015098,Ventilator Management
1015101,Medical Genetics and Genetic Counseling Services
1018128,Other Procedures on the Pelvis or Hip Joint
1018155,Other Procedures on the Pancreas
1018168,Other Procedures of the Temporal Bone Middle Fossa Approach
1018174,Qualitative or Semiquantitative Immunoassays
1018177,Cytopathology Screening Procedures
1018232,Other Procedures on the Abdomen
1018490,Removal Procedures on the Bladder
1018503,"Behavior Change Interventions, Individual Services"
1018504,Non-Face-to-Face Evaluation and Management Services
1019323,"External mobile cardiovascular telemetry with electrocardiographic recording, concurrent computerized real time data analysis and greater than 24 hours of accessible ECG data storage (retrievable with query) with ECG triggered and patient selected events transmitted to a remote attended surveillance center for up to 30 days"
1020208,"Myocardial perfusion imaging, planar (including qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed)"
1020527,Incision for implantation of neurostimulator electrode array
1020548,"Pure tone audiometry (threshold), automated"
1020563,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation"
1020914,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis"
1020926,"PMS2 (postmeiotic segregation increased 2 [S. cerevisiae]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis"
1020939,"Interrogation device evaluation (in person), carotid sinus baroreflex activation system, including telemetric iterative communication with the implantable device to monitor device diagnostics and programmed therapy values, with interpretation and report (eg, battery status, lead impedance, pulse amplitude, pulse width, therapy frequency, pathway mode, burst mode, therapy start/stop times each day)"
1021147,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed"
1021161,Infectious agent genotype analysis by nucleic acid (DNA or RNA)
1021436,Anesthesia Physical Status Modifiers
1021531,"Endovascular repair of visceral aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) by deployment of a fenestrated visceral aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed"
1021541,Chemodenervation of trunk muscle(s)
1002844,Anesthesia for Procedures on the Thorax (Chest Wall and Shoulder Girdle)
1002961,Anesthesia for procedures on male genitalia (including open urethral procedures)
1003054,"Anesthesia for open or surgical arthroscopic procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint"
1003060,Anesthesia for procedures on arteries of shoulder and axilla
1003193,"Removal of skin tags, multiple fibrocutaneous tags, any area"
1003270,"Avulsion of nail plate, partial or complete, simple"
1003286,"Injection, intralesional"
1003370,Adjacent Tissue Transfer or Rearrangement Procedures on the Integumentary System
1003391,Autografts/Tissue Cultured Autograft
1003485,Dermabrasion
1003562,Escharotomy
1003621,Biopsy of breast
1003782,Electrical stimulation to aid bone healing
1003809,Excision of benign tumor or cyst of maxilla
1003871,"Reconstruction of mandibular rami, horizontal, vertical, C, or L osteotomy"
1004068,"Open treatment and/or reduction of odontoid fracture(s) and or dislocation(s) (including os odontoideum), anterior approach, including placement of internal fixation"
1004098,"Posterior, Posterolateral or Lateral Transverse Process Technique Arthrodesis Procedures on the Spine (Vertebral Column)"
1004224,"Arthroplasty, glenohumeral joint"
1004247,Closed treatment of scapular fracture
1004270,Arthrodesis Procedures on the Shoulder
1004287,Excision Procedures on the Humerus (Upper Arm) and Elbow
1004288,"Biopsy, soft tissue of upper arm or elbow area"
1004358,"Repair of nonunion or malunion, humerus"
1004401,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es])"
1004406,"Arthrodesis, elbow joint"
1004436,"Biopsy, soft tissue of forearm and/or wrist"
1004444,"Arthrotomy, wrist joint"
1004506,"Osteotomy, radius"
1004622,Drainage of palmar bursa
1004638,Arthrotomy with biopsy
1004686,"Repair, extensor tendon, hand, primary or secondary"
1004890,Removal of hip prosthesis
1005227,Osteotomy
1005246,Fracture and/or Dislocation Procedures on the Leg (Tibia and Fibula) and Ankle Joint
1005275,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia"
1005539,"Application of Risser jacket, localizer, body"
1005838,"Laryngoscopy, indirect"
1005927,Catheter aspiration (separate procedure)
1006007,"Thoracoscopy, diagnostic (separate procedure)"
1006126,Repair of cardiac wound
1006273,Repair Procedures for Transposition of the Great Vessels
1006479,Transluminal Angioplasty Procedures on Arteries and Veins
1006590,Transposition and/or reimplantation
1006774,"Venous anastomosis, open"
1006787,Venous Mechanical Thrombectomy Procedures
1006942,Endoscopy Procedures on the Mediastinum
1006955,"Repair, diaphragmatic hernia (other than neonatal), traumatic"
1006993,"Removal of embedded foreign body, vestibule of mouth"
1007101,Repair Procedures on the Palate and Uvula
1007169,Biopsy
1007209,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy)"
1007230,"Partial esophagectomy, distal two-thirds, with thoracotomy and separate abdominal incision, with or without proximal gastrectomy"
1007260,"Esophagogastroduodenoscopy, flexible, transoral"
1007418,"Gastric restrictive procedure, open"
1007438,"Enterectomy, resection of small intestine"
1007450,Intestinal allotransplantation
1007468,"Colectomy, total, abdominal, with proctectomy"
1007492,Laparoscopic Repair Procedure on the Intestines (Except Rectum)
1007534,Colonoscopy through stoma
1007579,Incision Procedures on the Appendix
1007587,Laparoscopic Procedures on the Appendix
1007592,Incision Procedures on the Rectum
1007663,Laparoscopic Procedures on the Rectum
1007918,"Pancreatectomy, distal subtotal, with or without splenectomy"
1007944,Pancreas Transplantation Procedures
1007979,"Laparoscopic Procedures on the Abdomen, Peritoneum, and Omentum"
1008054,"Suture Procedures on the Abdomen, Peritoneum, and Omentum"
1008132,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting"
1008142,"Laparoscopy, surgical"
1008176,Excision Procedures on the Ureter
1008236,Cystotomy or cystostomy
1008334,"Cystourethroscopy, with internal urethrotomy"
1008354,Ureter and Pelvis Transurethral Surgical Procedures
1008477,Destruction Procedures on the Penis
1008493,Amputation of penis
1008532,"Repair of hypospadias complications (ie, fistula, stricture, diverticula)"
1008637,Laparoscopic Procedures on the Spermatic Cord
1008681,Surgical Procedures on the Female Genital System
1008689,"Destruction of lesion(s), vulva"
1008768,Construction of artificial vagina
1008816,Repair Procedures on the Cervix Uteri
